epoch,step,batch_id,avg_cost,val_reward,lr,reinforce_loss,grad_norm,epoch_time
0,500,-1,0,3.419919490814209,0.0003,0,0,00:01:48
1,1000,-1,0,3.4037671089172363,0.0003,0,0,00:02:51
2,1500,-1,0,3.276427745819092,0.0003,0,0,00:02:41
3,2000,-1,0,3.2421302795410156,0.0003,0,0,00:02:27
4,2500,-1,0,3.1781156063079834,0.0003,0,0,00:02:50
5,3000,-1,0,3.128183126449585,0.0003,0,0,00:01:47
6,3500,-1,0,3.1057944297790527,0.0003,0,0,00:01:39
7,4000,-1,0,3.037769079208374,0.0003,0,0,00:02:51
8,4500,-1,0,3.0313847064971924,0.0003,0,0,00:02:52
9,5000,-1,0,3.0110690593719482,0.0003,0,0,00:02:50
10,5500,-1,0,2.990837574005127,0.0003,0,0,00:02:51
11,6000,-1,0,2.973853826522827,0.0003,0,0,00:02:51
12,6500,-1,0,3.0071494579315186,0.0003,0,0,00:02:50
13,7000,-1,0,2.9572184085845947,0.0003,0,0,00:02:50
14,7500,-1,0,2.920851230621338,0.0003,0,0,00:02:50
15,8000,-1,0,2.9126999378204346,0.0003,0,0,00:02:50
16,8500,-1,0,2.9245617389678955,0.0003,0,0,00:02:50
17,9000,-1,0,2.8622329235076904,0.0003,0,0,00:02:51
18,9500,-1,0,3.1539294719696045,0.0003,0,0,00:02:49
19,10000,-1,0,2.876335620880127,0.0003,0,0,00:02:50
20,10500,-1,0,2.867213010787964,0.0003,0,0,00:02:50
21,11000,-1,0,2.833566665649414,0.0003,0,0,00:02:52
22,11500,-1,0,2.8610405921936035,0.0003,0,0,00:02:49
23,12000,-1,0,2.8656625747680664,0.0003,0,0,00:02:51
24,12500,-1,0,2.8404228687286377,0.0003,0,0,00:02:50
25,13000,-1,0,2.84700345993042,0.0003,0,0,00:02:51
26,13500,-1,0,2.864671230316162,0.0003,0,0,00:02:50
27,14000,-1,0,2.7934975624084473,0.0003,0,0,00:02:51
28,14500,-1,0,2.750253200531006,0.0003,0,0,00:02:51
29,15000,-1,0,2.7870213985443115,0.0003,0,0,00:02:50
30,15500,-1,0,2.7788805961608887,0.0003,0,0,00:02:50
31,16000,-1,0,2.928464889526367,0.0003,0,0,00:02:50
32,16500,-1,0,2.883321523666382,0.0003,0,0,00:02:50
33,17000,-1,0,2.7617340087890625,0.0003,0,0,00:02:50
34,17500,-1,0,2.818505048751831,0.0003,0,0,00:02:50
35,18000,-1,0,2.7941293716430664,0.0003,0,0,00:02:50
36,18500,-1,0,2.7464005947113037,0.0003,0,0,00:02:50
37,19000,-1,0,2.7608230113983154,0.0003,0,0,00:02:50
